FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
220727;1400;33;;
220727;1500;31;;
220727;1600;38;;
220727;1700;30;;
220727;1800;25;;
220727;1900;22;;
220727;2000;23;;
220727;2100;28;;
220727;2200;29;;
220727;2300;27;;
220728;0000;29;;
220728;0100;30;;
220728;0200;35;;
220728;0300;23;;
220728;0400;22;;
220728;0500;20;;
220728;0600;19;;
220728;0700;18;;
220728;0800;24;;
220728;0900;23;;
220728;1000;30;;
220728;1100;28;;
220728;1200;24;;
220728;1300;27;;
220728;1400;23;;
220728;1500;29;;
220728;1600;33;;
220728;1700;34;;
220728;1800;33;;
220728;1900;36;;
220728;2000;36;;
220728;2100;32;;
220728;2200;38;;
220728;2300;30;;
220729;0000;18;;
220729;0100;7;;
220729;0200;5;;
220729;0300;1;;
220729;0400;1;;
220729;0500;1;;
220729;0600;1;;
220729;0700;1;;
220729;0800;7;;
220729;0900;4;;
220729;1000;12;;
220729;1100;16;;
220729;1200;18;;
220729;1300;5;;
220729;1400;4;;
220729;1500;24;;
220729;1600;31;;
220729;1700;34;;
220729;1800;40;;
220729;1900;40;;
220729;2000;39;;
220729;2100;37;;
220729;2200;31;;
220729;2300;30;;
220730;0000;26;;
220730;0100;22;;
220730;0200;19;;
220730;0300;22;;
220730;0400;18;;
220730;0500;23;;
220730;0600;22;;
220730;0700;35;;
220730;0800;39;;
220730;0900;48;;
220730;1000;46;;
220730;1100;44;;
220730;1200;52;;
220730;1300;44;;
220730;1400;45;;
220730;1500;53;;
220730;1600;46;;
220730;1700;47;;
220730;1800;45;;
220730;1900;42;;
220730;2000;44;;
220730;2100;46;;
220730;2200;45;;
220730;2300;45;;
220731;0000;42;;
220731;0100;43;;
220731;0200;38;;
220731;0300;35;;
220731;0400;33;;
220731;0500;23;;
220731;0600;19;;
220731;0700;13;;
220731;0800;12;;
220731;0900;12;;
220731;1000;38;;
220731;1100;38;;
220731;1200;36;;
220731;1300;27;;
220731;1400;28;;
220731;1500;33;;
220731;1600;39;;
220731;1700;47;;
220731;1800;52;;
220731;1900;46;;
220731;2000;50;;
220731;2100;47;;
220731;2200;39;;
220731;2300;36;;
220801;0000;30;;
220801;0100;18;;
220801;0200;20;;
220801;0300;18;;
220801;0400;17;;
220801;0500;17;;
220801;0600;18;;
220801;0700;21;;
220801;0800;27;;
220801;0900;37;;
220801;1000;49;;
220801;1100;58;;
220801;1200;68;;
220801;1300;60;;
220801;1400;66;;
220801;1500;63;;
220801;1600;52;;
220801;1700;38;;
220801;1800;38;;
220801;1900;42;;
220801;2000;46;;
220801;2100;47;;
220801;2200;45;;
220801;2300;39;;
220802;0000;48;;
220802;0100;45;;
220802;0200;45;;
220802;0300;36;;
220802;0400;36;;
220802;0500;33;;
220802;0600;37;;
220802;0700;35;;
220802;0800;34;;
220802;0900;39;;
220802;1000;44;;
220802;1100;42;;
220802;1200;51;;
220802;1300;56;;
220802;1400;62;;
220802;1500;66;;
220802;1600;70;;
220802;1700;68;;
220802;1800;74;;
220802;1900;78;;
220802;2000;74;;
220802;2100;68;;
220802;2200;60;;
220802;2300;58;;
220803;0000;50;;
220803;0100;47;;
220803;0200;46;;
220803;0300;44;;
220803;0400;46;;
220803;0500;45;;
220803;0600;55;;
220803;0700;56;;
220803;0800;49;;
220803;0900;56;;
220803;1000;58;;
220803;1100;53;;
220803;1200;56;;
220803;1300;53;;
220803;1400;53;;
220803;1500;37;;
220803;1600;33;;
220803;1700;22;;
220803;1800;23;;
220803;1900;22;;
220803;2000;19;;
220803;2100;17;;
220803;2200;19;;
220803;2300;12;;
220804;0000;19;;
220804;0100;18;;
220804;0200;17;;
220804;0300;23;;
220804;0400;26;;
220804;0500;27;;
220804;0600;32;;
220804;0700;25;;
220804;0800;39;;
220804;0900;39;;
220804;1000;40;;
220804;1100;41;;
220804;1200;38;;
220804;1300;39;;
220804;1400;41;;
220804;1500;43;;
220804;1600;46;;
220804;1700;33;;
220804;1800;18;;
220804;1900;24;;
220804;2000;36;;
220804;2100;33;;
220804;2200;36;;
220804;2300;33;;
220805;0000;41;;
220805;0100;33;;
220805;0200;34;;
220805;0300;32;;
220805;0400;36;;
220805;0500;39;;
220805;0600;41;;
220805;0700;38;;
220805;0800;51;;
220805;0900;43;;
220805;1000;40;;
220805;1100;43;;
220805;1200;51;;
220805;1300;50;;
220805;1400;55;;
220805;1500;58;;
220805;1600;47;;
220805;1700;24;;
220805;1800;24;;
220805;1900;25;;
220805;2000;31;;
220805;2100;30;;
220805;2200;32;;
220805;2300;37;;
220806;0000;30;;
220806;0100;36;;
220806;0200;35;;
220806;0300;30;;
220806;0400;31;;
220806;0500;29;;
220806;0600;25;;
220806;0700;29;;
220806;0800;28;;
220806;0900;32;;
220806;1000;24;;
220806;1100;32;;
220806;1200;25;;
220806;1300;17;;
220806;1400;21;;
220806;1500;29;;
220806;1600;27;;
220806;1700;34;;
220806;1800;32;;
220806;1900;10;;
220806;2000;6;;
220806;2100;2;;
220806;2200;2;;
220806;2300;1;;
220807;0000;1;;
220807;0100;3;;
220807;0200;5;;
220807;0300;6;;
220807;0400;5;;
220807;0500;2;;
220807;0600;4;;
220807;0700;6;;
220807;0800;4;;
220807;0900;2;;
220807;1000;3;;
220807;1100;8;;
220807;1200;10;;
220807;1300;11;;
220807;1400;8;;
220807;1500;9;;
220807;1600;7;;
220807;1700;7;;
220807;1800;13;;
220807;1900;7;;
220807;2000;4;;
220807;2100;4;;
220807;2200;7;;
220807;2300;7;;
220808;0000;5;;
220808;0100;7;;
220808;0200;5;;
220808;0300;5;;
220808;0400;6;;
220808;0500;6;;
220808;0600;5;;
220808;0700;9;;
220808;0800;18;;
220808;0900;13;;
220808;1000;14;;
220808;1100;9;;
220808;1200;9;;
220808;1300;9;;
220808;1400;19;;
220808;1500;18;;
220808;1600;22;;
220808;1700;23;;
220808;1800;28;;
220808;1900;26;;
220808;2000;23;;
220808;2100;19;;
220808;2200;18;;
220808;2300;19;;
220809;0000;11;;
220809;0100;10;;
220809;0200;5;;
220809;0300;2;;
220809;0400;3;;
220809;0500;1;;
220809;0600;1;;
220809;0700;1;;
220809;0800;5;;
220809;0900;5;;
220809;1000;6;;
220809;1100;19;;
220809;1200;4;;
220809;1300;4;;
220809;1400;7;;
220809;1500;16;;
220809;1600;21;;
220809;1700;19;;
220809;1800;24;;
220809;1900;9;;
220809;2000;7;;
220809;2100;11;;
220809;2200;9;;
220809;2300;7;;
220810;0000;3;;
220810;0100;1;;
220810;0200;1;;
220810;0300;1;;
220810;0400;1;;
220810;0500;1;;
220810;0600;1;;
220810;0700;1;;
220810;0800;4;;
220810;0900;15;;
220810;1000;15;;
220810;1100;17;;
220810;1200;28;;
220810;1300;34;;
220810;1400;30;;
220810;1500;16;;
220810;1600;15;;
220810;1700;10;;
220810;1800;14;;
220810;1900;22;;
220810;2000;24;;
220810;2100;27;;
220810;2200;25;;
220810;2300;19;;
220811;0000;26;;
220811;0100;22;;
220811;0200;17;;
220811;0300;12;;
220811;0400;14;;
220811;0500;12;;
220811;0600;16;;
220811;0700;15;;
220811;0800;19;;
220811;0900;18;;
220811;1000;22;;
220811;1100;20;;
220811;1200;28;;
220811;1300;39;;
220811;1400;50;;
220811;1500;33;;
220811;1600;30;;
220811;1700;35;;
220811;1800;34;;
220811;1900;40;;
220811;2000;36;;
220811;2100;22;;
220811;2200;24;;
220811;2300;14;;
220812;0000;19;;
220812;0100;28;;
220812;0200;23;;
220812;0300;18;;
220812;0400;16;;
220812;0500;18;;
220812;0600;20;;
220812;0700;26;;
220812;0800;21;;
220812;0900;28;;
220812;1000;23;;
220812;1100;27;;
220812;1200;24;;
220812;1300;28;;
220812;1400;26;;
220812;1500;26;;
220812;1600;24;;
220812;1700;29;;
220812;1800;23;;
220812;1900;17;;
220812;2000;26;;
220812;2100;33;;
220812;2200;40;;
220812;2300;37;;
220813;0000;30;;
220813;0100;30;;
220813;0200;29;;
220813;0300;27;;
220813;0400;18;;
220813;0500;20;;
220813;0600;22;;
220813;0700;18;;
220813;0800;20;;
220813;0900;25;;
220813;1000;16;;
220813;1100;33;;
220813;1200;32;;
220813;1300;30;;
220813;1400;28;;
220813;1500;30;;
220813;1600;33;;
220813;1700;34;;
220813;1800;21;;
220813;1900;24;;
220813;2000;33;;
220813;2100;31;;
220813;2200;28;;
220813;2300;34;;
220814;0000;30;;
220814;0100;33;;
220814;0200;25;;
220814;0300;23;;
220814;0400;22;;
220814;0500;25;;
220814;0600;27;;
220814;0700;27;;
220814;0800;26;;
220814;0900;30;;
220814;1000;28;;
220814;1100;27;;
220814;1200;24;;
220814;1300;27;;
220814;1400;21;;
220814;1500;23;;
220814;1600;17;;
220814;1700;14;;
220814;1800;9;;
220814;1900;3;;
220814;2000;3;;
220814;2100;5;;
220814;2200;2;;
220814;2300;2;;
220815;0000;3;;
220815;0100;1;;
220815;0200;1;;
220815;0300;1;;
220815;0400;1;;
220815;0500;1;;
220815;0600;1;;
220815;0700;1;;
220815;0800;3;;
220815;0900;1;;
220815;1000;1;;
220815;1100;1;;
220815;1200;1;;
220815;1300;4;;
220815;1400;3;;
220815;1500;3;;
220815;1600;5;;
220815;1700;4;;
220815;1800;5;;
220815;1900;5;;
220815;2000;5;;
220815;2100;6;;
220815;2200;11;;
220815;2300;10;;
220816;0000;10;;
220816;0100;7;;
220816;0200;8;;
220816;0300;4;;
220816;0400;2;;
220816;0500;13;;
220816;0600;16;;
220816;0700;14;;
220816;0800;13;;
220816;0900;13;;
220816;1000;26;;
220816;1100;23;;
220816;1200;22;;
220816;1300;22;;
220816;1400;20;;
220816;1500;33;;
220816;1600;33;;
220816;1700;35;;
220816;1800;33;;
220816;1900;31;;
220816;2000;27;;
220816;2100;18;;
220816;2200;21;;
220816;2300;12;;
220817;0000;6;;
220817;0100;9;;
220817;0200;12;;
220817;0300;12;;
220817;0400;10;;
220817;0500;9;;
220817;0600;9;;
220817;0700;8;;
220817;0800;11;;
220817;0900;14;;
220817;1000;13;;
220817;1100;16;;
220817;1200;14;;
220817;1300;25;;
220817;1400;17;;
220817;1500;19;;
220817;1600;15;;
220817;1700;17;;
220817;1800;20;;
220817;1900;16;;
220817;2000;14;;
220817;2100;14;;
220817;2200;18;;
220817;2300;17;;
220818;0000;21;;
220818;0100;20;;
220818;0200;15;;
220818;0300;11;;
220818;0400;10;;
220818;0500;8;;
220818;0600;13;;
220818;0700;17;;
220818;0800;21;;
220818;0900;25;;
220818;1000;28;;
220818;1100;15;;
220818;1200;30;;
220818;1300;32;;
220818;1400;35;;
220818;1500;35;;
220818;1600;38;;
220818;1700;39;;
220818;1800;40;;
220818;1900;44;;
220818;2000;45;;
220818;2100;36;;
220818;2200;29;;
220818;2300;25;;
220819;0000;23;;
220819;0100;15;;
220819;0200;27;;
220819;0300;10;;
220819;0400;6;;
220819;0500;2;;
220819;0600;1;;
220819;0700;3;;
220819;0800;4;;
220819;0900;16;;
220819;1000;15;;
220819;1100;5;;
220819;1200;13;;
220819;1300;22;;
220819;1400;14;;
220819;1500;13;;
220819;1600;18;;
220819;1700;38;;
220819;1800;34;;
220819;1900;34;;
220819;2000;35;;
220819;2100;19;;
220819;2200;17;;
220819;2300;16;;
220820;0000;13;;
220820;0100;13;;
220820;0200;11;;
220820;0300;10;;
220820;0400;11;;
220820;0500;7;;
220820;0600;5;;
220820;0700;6;;
220820;0800;7;;
220820;0900;10;;
220820;1000;10;;
220820;1100;18;;
220820;1200;22;;
220820;1300;23;;
220820;1400;29;;
220820;1500;33;;
220820;1600;35;;
220820;1700;19;;
220820;1800;15;;
220820;1900;16;;
220820;2000;23;;
220820;2100;26;;
220820;2200;31;;
220820;2300;33;;
220821;0000;25;;
220821;0100;27;;
220821;0200;24;;
220821;0300;19;;
220821;0400;18;;
220821;0500;14;;
220821;0600;16;;
220821;0700;14;;
220821;0800;11;;
220821;0900;10;;
220821;1000;28;;
220821;1100;25;;
220821;1200;29;;
220821;1300;37;;
220821;1400;43;;
220821;1500;44;;
220821;1600;38;;
220821;1700;38;;
220821;1800;34;;
220821;1900;32;;
220821;2000;46;;
220821;2100;38;;
220821;2200;36;;
220821;2300;31;;
220822;0000;30;;
220822;0100;31;;
220822;0200;25;;
220822;0300;23;;
220822;0400;19;;
220822;0500;25;;
220822;0600;21;;
220822;0700;24;;
220822;0800;24;;
220822;0900;32;;
220822;1000;35;;
220822;1100;36;;
220822;1200;31;;
220822;1300;41;;
220822;1400;47;;
220822;1500;46;;
220822;1600;57;;
220822;1700;47;;
220822;1800;53;;
220822;1900;51;;
220822;2000;38;;
220822;2100;48;;
220822;2200;51;;
220822;2300;44;;
220823;0000;39;;
220823;0100;37;;
220823;0200;39;;
220823;0300;39;;
220823;0400;33;;
220823;0500;37;;
220823;0600;39;;
220823;0700;33;;
220823;0800;39;;
220823;0900;45;;
220823;1000;43;;
220823;1100;47;;
220823;1200;55;;
220823;1300;52;;
220823;1400;54;;
220823;1500;54;;
220823;1600;61;;
220823;1700;70;;
220823;1800;62;;
220823;1900;67;;
220823;2000;71;;
220823;2100;66;;
220823;2200;57;;
220823;2300;56;;
220824;0000;54;;
220824;0100;44;;
220824;0200;41;;
220824;0300;39;;
220824;0400;29;;
220824;0500;25;;
220824;0600;29;;
220824;0700;29;;
220824;0800;27;;
220824;0900;35;;
220824;1000;61;;
220824;1100;60;;
220824;1200;50;;
220824;1300;73;;
220824;1400;76;;
220824;1500;80;;
220824;1600;68;;
220824;1700;29;;
220824;1800;12;;
220824;1900;25;;
220824;2000;24;;
220824;2100;34;;
220824;2200;42;;
220824;2300;42;;
220825;0000;41;;
220825;0100;40;;
220825;0200;34;;
220825;0300;19;;
220825;0400;22;;
220825;0500;22;;
220825;0600;19;;
220825;0700;17;;
220825;0800;18;;
220825;0900;29;;
220825;1000;43;;
220825;1100;47;;
220825;1200;40;;
220825;1300;44;;
220825;1400;51;;
220825;1500;50;;
220825;1600;53;;
220825;1700;57;;
220825;1800;48;;
220825;1900;61;;
220825;2000;49;;
220825;2100;52;;
220825;2200;41;;
220825;2300;;;
220826;0000;;;
220826;0100;;;
220826;0200;;;
220826;0300;;;
220826;0400;;;
220826;0500;;;
220826;0600;25;;
220826;0700;23;;
220826;0800;26;;
220826;0900;30;;
220826;1000;35;;
220826;1100;51;;
220826;1200;47;;
220826;1300;48;;
220826;1400;51;;
220826;1500;66;;
220826;1600;67;;
220826;1700;57;;
220826;1800;37;;
220826;1900;38;;
220826;2000;40;;
220826;2100;41;;
220826;2200;35;;
220826;2300;35;;
220827;0000;35;;
220827;0100;38;;
220827;0200;36;;
220827;0300;40;;
220827;0400;45;;
220827;0500;42;;
220827;0600;40;;
220827;0700;42;;
220827;0800;38;;
220827;0900;43;;
220827;1000;43;;
220827;1100;46;;
220827;1200;52;;
220827;1300;55;;
220827;1400;57;;
220827;1500;61;;
220827;1600;54;;
220827;1700;28;;
220827;1800;19;;
220827;1900;31;;
220827;2000;39;;
220827;2100;49;;
220827;2200;49;;
220827;2300;44;;
220828;0000;44;;
220828;0100;35;;
220828;0200;31;;
220828;0300;27;;
220828;0400;29;;
220828;0500;14;;
220828;0600;13;;
220828;0700;7;;
220828;0800;8;;
220828;0900;35;;
220828;1000;27;;
220828;1100;12;;
220828;1200;17;;
220828;1300;11;;
220828;1400;9;;
220828;1500;19;;
220828;1600;18;;
220828;1700;18;;
220828;1800;18;;
220828;1900;12;;
220828;2000;13;;
220828;2100;7;;
220828;2200;4;;
220828;2300;3;;
220829;0000;9;;
220829;0100;6;;
220829;0200;2;;
220829;0300;6;;
220829;0400;4;;
220829;0500;2;;
220829;0600;1;;
220829;0700;2;;
220829;0800;5;;
220829;0900;15;;
220829;1000;14;;
220829;1100;14;;
220829;1200;20;;
220829;1300;28;;
220829;1400;36;;
220829;1500;26;;
220829;1600;26;;
220829;1700;21;;
220829;1800;20;;
220829;1900;21;;
220829;2000;22;;
220829;2100;33;;
220829;2200;25;;
220829;2300;24;;
220830;0000;14;;
220830;0100;15;;
220830;0200;18;;
220830;0300;16;;
220830;0400;19;;
220830;0500;19;;
220830;0600;15;;
220830;0700;15;;
220830;0800;28;;
220830;0900;35;;
220830;1000;38;;
220830;1100;46;;
220830;1200;48;;
220830;1300;48;;
220830;1400;57;;
220830;1500;53;;
220830;1600;54;;
220830;1700;28;;
220830;1800;31;;
220830;1900;22;;
220830;2000;16;;
220830;2100;20;;
220830;2200;22;;
220830;2300;25;;
220831;0000;25;;
220831;0100;27;;
220831;0200;26;;
220831;0300;33;;
220831;0400;23;;
220831;0500;26;;
220831;0600;24;;
220831;0700;28;;
220831;0800;31;;
220831;0900;32;;
220831;1000;26;;
220831;1100;15;;
220831;1200;13;;
220831;1300;12;;
220831;1400;11;;
220831;1500;15;;
220831;1600;22;;
220831;1700;22;;
220831;1800;14;;
220831;1900;24;;
220831;2000;14;;
220831;2100;21;;
220831;2200;19;;
220831;2300;18;;
220901;0000;14;;
220901;0100;23;;
220901;0200;23;;
220901;0300;19;;
220901;0400;24;;
220901;0500;25;;
220901;0600;24;;
220901;0700;24;;
220901;0800;25;;
220901;0900;26;;
220901;1000;25;;
220901;1100;28;;
220901;1200;29;;
220901;1300;34;;
220901;1400;39;;
220901;1500;35;;
220901;1600;31;;
220901;1700;39;;
220901;1800;36;;
220901;1900;43;;
220901;2000;47;;
220901;2100;45;;
220901;2200;42;;
220901;2300;37;;
220902;0000;35;;
220902;0100;35;;
220902;0200;33;;
220902;0300;30;;
220902;0400;29;;
220902;0500;34;;
220902;0600;29;;
220902;0700;35;;
220902;0800;33;;
220902;0900;34;;
220902;1000;22;;
220902;1100;37;;
220902;1200;35;;
220902;1300;32;;
220902;1400;30;;
220902;1500;31;;
220902;1600;41;;
220902;1700;43;;
220902;1800;46;;
220902;1900;45;;
220902;2000;52;;
220902;2100;42;;
220902;2200;25;;
220902;2300;20;;
220903;0000;19;;
220903;0100;16;;
220903;0200;16;;
220903;0300;9;;
220903;0400;9;;
220903;0500;4;;
220903;0600;3;;
220903;0700;6;;
220903;0800;6;;
220903;0900;8;;
220903;1000;12;;
220903;1100;9;;
220903;1200;21;;
220903;1300;19;;
220903;1400;22;;
220903;1500;22;;
220903;1600;22;;
220903;1700;15;;
220903;1800;19;;
220903;1900;26;;
220903;2000;25;;
220903;2100;25;;
220903;2200;24;;
220903;2300;34;;
220904;0000;27;;
220904;0100;25;;
220904;0200;15;;
220904;0300;17;;
220904;0400;16;;
220904;0500;12;;
220904;0600;16;;
220904;0700;13;;
220904;0800;13;;
220904;0900;18;;
220904;1000;11;;
220904;1100;20;;
220904;1200;21;;
220904;1300;26;;
220904;1400;22;;
220904;1500;24;;
220904;1600;26;;
220904;1700;20;;
220904;1800;29;;
220904;1900;30;;
220904;2000;27;;
220904;2100;36;;
220904;2200;31;;
220904;2300;23;;
220905;0000;23;;
220905;0100;19;;
220905;0200;16;;
220905;0300;13;;
220905;0400;9;;
220905;0500;15;;
220905;0600;12;;
220905;0700;10;;
220905;0800;12;;
220905;0900;15;;
220905;1000;9;;
220905;1100;25;;
220905;1200;18;;
220905;1300;16;;
220905;1400;12;;
220905;1500;18;;
220905;1600;23;;
220905;1700;24;;
220905;1800;30;;
220905;1900;30;;
220905;2000;34;;
220905;2100;27;;
220905;2200;29;;
220905;2300;23;;
220906;0000;21;;
220906;0100;15;;
220906;0200;17;;
220906;0300;17;;
220906;0400;14;;
220906;0500;17;;
220906;0600;13;;
220906;0700;16;;
220906;0800;13;;
220906;0900;17;;
220906;1000;24;;
220906;1100;24;;
220906;1200;24;;
220906;1300;32;;
220906;1400;28;;
220906;1500;19;;
220906;1600;24;;
220906;1700;19;;
220906;1800;21;;
220906;1900;14;;
220906;2000;19;;
220906;2100;21;;
220906;2200;24;;
220906;2300;22;;
220907;0000;23;;
220907;0100;19;;
220907;0200;24;;
220907;0300;24;;
220907;0400;27;;
220907;0500;28;;
220907;0600;29;;
220907;0700;18;;
220907;0800;6;;
220907;0900;4;;
220907;1000;6;;
220907;1100;9;;
220907;1200;11;;
220907;1300;9;;
220907;1400;6;;
220907;1500;15;;
220907;1600;18;;
220907;1700;19;;
220907;1800;20;;
220907;1900;10;;
220907;2000;6;;
220907;2100;6;;
220907;2200;7;;
220907;2300;5;;
220908;0000;12;;
220908;0100;8;;
220908;0200;6;;
220908;0300;5;;
220908;0400;9;;
220908;0500;5;;
220908;0600;4;;
220908;0700;3;;
220908;0800;2;;
220908;0900;2;;
220908;1000;2;;
220908;1100;2;;
220908;1200;2;;
220908;1300;1;;
220908;1400;5;;
220908;1500;7;;
220908;1600;5;;
220908;1700;4;;
220908;1800;4;;
220908;1900;9;;
220908;2000;19;;
220908;2100;14;;
220908;2200;16;;
220908;2300;10;;
220909;0000;11;;
220909;0100;8;;
220909;0200;4;;
220909;0300;2;;
220909;0400;3;;
220909;0500;5;;
220909;0600;6;;
220909;0700;15;;
220909;0800;13;;
220909;0900;13;;
220909;1000;20;;
220909;1100;21;;
220909;1200;18;;
220909;1300;23;;
220909;1400;28;;
220909;1500;30;;
220909;1600;35;;
220909;1700;42;;
220909;1800;34;;
220909;1900;39;;
220909;2000;35;;
220909;2100;36;;
220909;2200;25;;
220909;2300;27;;
220910;0000;29;;
220910;0100;21;;
220910;0200;16;;
220910;0300;17;;
220910;0400;14;;
220910;0500;9;;
220910;0600;9;;
220910;0700;8;;
220910;0800;12;;
220910;0900;19;;
220910;1000;23;;
220910;1100;30;;
220910;1200;36;;
220910;1300;31;;
220910;1400;26;;
220910;1500;17;;
220910;1600;22;;
220910;1700;19;;
220910;1800;14;;
220910;1900;19;;
220910;2000;17;;
220910;2100;15;;
220910;2200;16;;
220910;2300;22;;
220911;0000;18;;
220911;0100;22;;
220911;0200;18;;
220911;0300;19;;
220911;0400;14;;
220911;0500;10;;
220911;0600;6;;
220911;0700;5;;
220911;0800;3;;
220911;0900;4;;
220911;1000;5;;
220911;1100;6;;
220911;1200;15;;
220911;1300;11;;
220911;1400;11;;
220911;1500;12;;
220911;1600;15;;
220911;1700;15;;
220911;1800;13;;
220911;1900;11;;
220911;2000;16;;
220911;2100;19;;
220911;2200;20;;
220911;2300;18;;
220912;0000;15;;
220912;0100;9;;
220912;0200;9;;
220912;0300;8;;
220912;0400;11;;
220912;0500;10;;
220912;0600;12;;
220912;0700;9;;
220912;0800;14;;
220912;0900;16;;
220912;1000;15;;
220912;1100;24;;
220912;1200;29;;
220912;1300;25;;
220912;1400;31;;
220912;1500;31;;
220912;1600;17;;
220912;1700;12;;
220912;1800;13;;
220912;1900;12;;
220912;2000;17;;
220912;2100;13;;
220912;2200;16;;
220912;2300;15;;
220913;0000;12;;
220913;0100;10;;
220913;0200;17;;
220913;0300;9;;
220913;0400;9;;
220913;0500;12;;
220913;0600;10;;
220913;0700;15;;
220913;0800;9;;
220913;0900;12;;
220913;1000;15;;
220913;1100;18;;
220913;1200;13;;
220913;1300;12;;
220913;1400;16;;
220913;1500;17;;
220913;1600;12;;
220913;1700;17;;
220913;1800;27;;
220913;1900;24;;
220913;2000;22;;
220913;2100;28;;
220913;2200;24;;
220913;2300;24;;
220914;0000;19;;
220914;0100;21;;
220914;0200;18;;
220914;0300;18;;
220914;0400;19;;
220914;0500;17;;
220914;0600;21;;
220914;0700;17;;
220914;0800;27;;
220914;0900;22;;
220914;1000;25;;
220914;1100;22;;
220914;1200;20;;
220914;1300;24;;
220914;1400;19;;
220914;1500;24;;
220914;1600;17;;
220914;1700;18;;
220914;1800;18;;
220914;1900;19;;
220914;2000;24;;
220914;2100;29;;
220914;2200;18;;
220914;2300;12;;
220915;0000;16;;
220915;0100;20;;
220915;0200;14;;
220915;0300;18;;
220915;0400;14;;
220915;0500;13;;
220915;0600;13;;
220915;0700;21;;
220915;0800;21;;
220915;0900;24;;
220915;1000;22;;
220915;1100;27;;
220915;1200;22;;
220915;1300;32;;
220915;1400;37;;
220915;1500;23;;
220915;1600;26;;
220915;1700;27;;
220915;1800;22;;
220915;1900;21;;
220915;2000;28;;
220915;2100;29;;
220915;2200;31;;
220915;2300;31;;
220916;0000;29;;
220916;0100;27;;
220916;0200;27;;
220916;0300;26;;
220916;0400;25;;
220916;0500;26;;
220916;0600;23;;
220916;0700;19;;
220916;0800;25;;
220916;0900;30;;
220916;1000;40;;
220916;1100;36;;
220916;1200;42;;
220916;1300;38;;
220916;1400;28;;
220916;1500;26;;
220916;1600;20;;
220916;1700;22;;
220916;1800;17;;
220916;1900;16;;
220916;2000;16;;
220916;2100;20;;
220916;2200;19;;
220916;2300;17;;
220917;0000;19;;
220917;0100;23;;
220917;0200;19;;
220917;0300;30;;
220917;0400;29;;
220917;0500;33;;
220917;0600;35;;
220917;0700;34;;
220917;0800;29;;
220917;0900;14;;
220917;1000;11;;
220917;1100;14;;
220917;1200;14;;
220917;1300;14;;
220917;1400;19;;
220917;1500;20;;
220917;1600;19;;
220917;1700;22;;
220917;1800;21;;
220917;1900;5;;
220917;2000;10;;
220917;2100;10;;
220917;2200;6;;
220917;2300;3;;
220918;0000;5;;
220918;0100;6;;
220918;0200;5;;
220918;0300;6;;
220918;0400;6;;
220918;0500;10;;
220918;0600;7;;
220918;0700;8;;
220918;0800;7;;
220918;0900;9;;
220918;1000;9;;
220918;1100;12;;
220918;1200;15;;
220918;1300;20;;
220918;1400;23;;
220918;1500;18;;
220918;1600;9;;
220918;1700;9;;
220918;1800;7;;
220918;1900;4;;
220918;2000;12;;
220918;2100;12;;
220918;2200;14;;
220918;2300;15;;
220919;0000;18;;
220919;0100;23;;
220919;0200;9;;
220919;0300;20;;
220919;0400;11;;
220919;0500;12;;
220919;0600;13;;
