FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220123;0600;6;;;
220123;0700;13;;;
220123;0800;17;;;
220123;0900;11;;;
220123;1000;14;;;
220123;1100;9;;;
220123;1200;10;;;
220123;1300;10;;;
220123;1400;6;;;
220123;1500;5;;;
220123;1600;4;;;
220123;1700;4;;;
220123;1800;9;;;
220123;1900;9;;;
220123;2000;8;;;
220123;2100;10;;;
220123;2200;7;;;
220123;2300;8;;;
220124;0000;11;;;
220124;0100;16;;;
220124;0200;13;;;
220124;0300;9;;;
220124;0400;7;;;
220124;0500;10;;;
220124;0600;20;;;
220124;0700;18;;;
220124;0800;15;;;
220124;0900;11;;;
220124;1000;16;;;
220124;1100;12;;;
220124;1200;18;;;
220124;1300;10;;;
220124;1400;11;;;
220124;1500;10;;;
220124;1600;14;;;
220124;1700;9;;;
220124;1800;16;;;
220124;1900;7;;;
220124;2000;7;;;
220124;2100;7;;;
220124;2200;7;;;
220124;2300;7;;;
220125;0000;8;;;
220125;0100;10;;;
220125;0200;12;;;
220125;0300;8;;;
220125;0400;13;;;
220125;0500;13;;;
220125;0600;15;;;
220125;0700;17;;;
220125;0800;16;;;
220125;0900;7;;;
220125;1000;8;;;
220125;1100;11;;;
220125;1200;8;;;
220125;1300;4;;;
220125;1400;12;;;
220125;1500;11;;;
220125;1600;9;;;
220125;1700;9;;;
220125;1800;8;;;
220125;1900;8;;;
220125;2000;13;;;
220125;2100;11;;;
220125;2200;8;;;
220125;2300;9;;;
220126;0000;19;;;
220126;0100;12;;;
220126;0200;12;;;
220126;0300;12;;;
220126;0400;7;;;
220126;0500;8;;;
220126;0600;7;;;
220126;0700;18;;;
220126;0800;17;;;
220126;0900;18;;;
220126;1000;24;;;
220126;1100;20;;;
220126;1200;23;;;
220126;1300;19;;;
220126;1400;16;;;
220126;1500;19;;;
220126;1600;14;;;
220126;1700;10;;;
220126;1800;12;;;
220126;1900;11;;;
220126;2000;10;;;
220126;2100;9;;;
220126;2200;8;;;
220126;2300;6;;;
220127;0000;5;;;
220127;0100;9;;;
220127;0200;10;;;
220127;0300;8;;;
220127;0400;12;;;
220127;0500;14;;;
220127;0600;14;;;
220127;0700;18;;;
220127;0800;22;;;
220127;0900;15;;;
220127;1000;14;;;
220127;1100;16;;;
220127;1200;14;;;
220127;1300;17;;;
220127;1400;11;;;
220127;1500;13;;;
220127;1600;11;;;
220127;1700;7;;;
220127;1800;8;;;
220127;1900;9;;;
220127;2000;9;;;
220127;2100;9;;;
220127;2200;10;;;
220127;2300;7;;;
220128;0000;8;;;
220128;0100;9;;;
220128;0200;7;;;
220128;0300;9;;;
220128;0400;7;;;
220128;0500;11;;;
220128;0600;20;;;
220128;0700;21;;;
220128;0800;30;;;
220128;0900;25;;;
220128;1000;28;;;
220128;1100;15;;;
220128;1200;20;;;
220128;1300;11;;;
220128;1400;14;;;
220128;1500;13;;;
220128;1600;10;;;
220128;1700;14;;;
220128;1800;14;;;
220128;1900;11;;;
220128;2000;9;;;
220128;2100;13;;;
220128;2200;12;;;
220128;2300;14;;;
220129;0000;10;;;
220129;0100;7;;;
220129;0200;10;;;
220129;0300;9;;;
220129;0400;9;;;
220129;0500;6;;;
220129;0600;12;;;
220129;0700;11;;;
220129;0800;12;;;
220129;0900;10;;;
220129;1000;15;;;
220129;1100;13;;;
220129;1200;22;;;
220129;1300;16;;;
220129;1400;14;;;
220129;1500;11;;;
220129;1600;11;;;
220129;1700;11;;;
220129;1800;13;;;
220129;1900;13;;;
220129;2000;11;;;
220129;2100;10;;;
220129;2200;12;;;
220129;2300;11;;;
220130;0000;8;;;
220130;0100;5;;;
220130;0200;5;;;
220130;0300;6;;;
220130;0400;7;;;
220130;0500;12;;;
220130;0600;13;;;
220130;0700;11;;;
220130;0800;8;;;
220130;0900;12;;;
220130;1000;14;;;
220130;1100;15;;;
220130;1200;17;;;
220130;1300;17;;;
220130;1400;15;;;
220130;1500;15;;;
220130;1600;6;;;
220130;1700;13;;;
220130;1800;15;;;
220130;1900;14;;;
220130;2000;11;;;
220130;2100;9;;;
220130;2200;12;;;
220130;2300;11;;;
220131;0000;8;;;
220131;0100;11;;;
220131;0200;13;;;
220131;0300;13;;;
220131;0400;8;;;
220131;0500;10;;;
220131;0600;21;;;
220131;0700;23;;;
220131;0800;16;;;
220131;0900;20;;;
220131;1000;13;;;
220131;1100;12;;;
220131;1200;17;;;
220131;1300;11;;;
220131;1400;7;;;
220131;1500;15;;;
220131;1600;13;;;
220131;1700;12;;;
220131;1800;15;;;
220131;1900;15;;;
220131;2000;8;;;
220131;2100;12;;;
220131;2200;7;;;
220131;2300;4;;;
220201;0000;5;;;
220201;0100;5;;;
220201;0200;7;;;
220201;0300;7;;;
220201;0400;6;;;
220201;0500;10;;;
220201;0600;16;;;
220201;0700;39;;;
220201;0800;20;;;
220201;0900;12;;;
220201;1000;10;;;
220201;1100;15;;;
220201;1200;9;;;
220201;1300;13;;;
220201;1400;9;;;
220201;1500;16;;;
220201;1600;16;;;
220201;1700;15;;;
220201;1800;13;;;
220201;1900;9;;;
220201;2000;11;;;
220201;2100;8;;;
220201;2200;9;;;
220201;2300;11;;;
220202;0000;8;;;
220202;0100;9;;;
220202;0200;11;;;
220202;0300;11;;;
220202;0400;10;;;
220202;0500;27;;;
220202;0600;12;;;
220202;0700;11;;;
220202;0800;16;;;
220202;0900;19;;;
220202;1000;19;;;
220202;1100;13;;;
220202;1200;13;;;
220202;1300;11;;;
220202;1400;11;;;
220202;1500;10;;;
220202;1600;14;;;
220202;1700;13;;;
220202;1800;12;;;
220202;1900;12;;;
220202;2000;10;;;
220202;2100;9;;;
220202;2200;13;;;
220202;2300;9;;;
220203;0000;6;;;
220203;0100;14;;;
220203;0200;9;;;
220203;0300;12;;;
220203;0400;8;;;
220203;0500;8;;;
220203;0600;16;;;
220203;0700;14;;;
220203;0800;20;;;
220203;0900;15;;;
220203;1000;14;;;
220203;1100;10;;;
220203;1200;11;;;
220203;1300;11;;;
220203;1400;11;;;
220203;1500;8;;;
220203;1600;8;;;
220203;1700;5;;;
220203;1800;3;;;
220203;1900;4;;;
220203;2000;7;;;
220203;2100;11;;;
220203;2200;6;;;
220203;2300;7;;;
220204;0000;6;;;
220204;0100;7;;;
220204;0200;7;;;
220204;0300;5;;;
220204;0400;7;;;
220204;0500;7;;;
220204;0600;6;;;
220204;0700;12;;;
220204;0800;15;;;
220204;0900;11;;;
220204;1000;10;;;
220204;1100;8;;;
220204;1200;15;;;
220204;1300;12;;;
220204;1400;9;;;
220204;1500;11;;;
220204;1600;10;;;
220204;1700;10;;;
220204;1800;8;;;
220204;1900;9;;;
220204;2000;12;;;
220204;2100;10;;;
220204;2200;8;;;
220204;2300;12;;;
220205;0000;9;;;
220205;0100;8;;;
220205;0200;9;;;
220205;0300;9;;;
220205;0400;14;;;
220205;0500;13;;;
220205;0600;19;;;
220205;0700;15;;;
220205;0800;17;;;
220205;0900;13;;;
220205;1000;14;;;
220205;1100;14;;;
220205;1200;11;;;
220205;1300;6;;;
220205;1400;8;;;
220205;1500;8;;;
220205;1600;5;;;
220205;1700;8;;;
220205;1800;9;;;
220205;1900;8;;;
220205;2000;9;;;
220205;2100;11;;;
220205;2200;12;;;
220205;2300;8;;;
220206;0000;8;;;
220206;0100;7;;;
220206;0200;9;;;
220206;0300;13;;;
220206;0400;23;;;
220206;0500;17;;;
220206;0600;20;;;
220206;0700;18;;;
220206;0800;18;;;
220206;0900;25;;;
220206;1000;19;;;
220206;1100;13;;;
220206;1200;12;;;
220206;1300;10;;;
220206;1400;7;;;
220206;1500;9;;;
220206;1600;10;;;
220206;1700;15;;;
220206;1800;10;;;
220206;1900;10;;;
220206;2000;10;;;
220206;2100;8;;;
220206;2200;8;;;
220206;2300;9;;;
220207;0000;9;;;
220207;0100;8;;;
220207;0200;6;;;
220207;0300;17;;;
220207;0400;17;;;
220207;0500;14;;;
220207;0600;18;;;
220207;0700;24;;;
220207;0800;26;;;
220207;0900;17;;;
220207;1000;17;;;
220207;1100;14;;;
220207;1200;11;;;
220207;1300;13;;;
220207;1400;17;;;
220207;1500;12;;;
220207;1600;10;;;
220207;1700;10;;;
220207;1800;11;;;
220207;1900;7;;;
220207;2000;9;;;
220207;2100;10;;;
220207;2200;8;;;
220207;2300;7;;;
220208;0000;10;;;
220208;0100;11;;;
220208;0200;13;;;
220208;0300;10;;;
220208;0400;10;;;
220208;0500;13;;;
220208;0600;17;;;
220208;0700;21;;;
220208;0800;27;;;
220208;0900;19;;;
220208;1000;18;;;
220208;1100;17;;;
220208;1200;14;;;
220208;1300;13;;;
220208;1400;14;;;
220208;1500;15;;;
220208;1600;17;;;
220208;1700;12;;;
220208;1800;12;;;
220208;1900;13;;;
220208;2000;12;;;
220208;2100;10;;;
220208;2200;15;;;
220208;2300;13;;;
220209;0000;15;;;
220209;0100;14;;;
220209;0200;19;;;
220209;0300;17;;;
220209;0400;13;;;
220209;0500;18;;;
220209;0600;17;;;
220209;0700;25;;;
220209;0800;24;;;
220209;0900;26;;;
220209;1000;19;;;
220209;1100;13;;;
220209;1200;13;;;
220209;1300;15;;;
220209;1400;14;;;
220209;1500;14;;;
220209;1600;16;;;
220209;1700;12;;;
220209;1800;18;;;
220209;1900;18;;;
220209;2000;19;;;
220209;2100;22;;;
220209;2200;24;;;
220209;2300;18;;;
220210;0000;19;;;
220210;0100;19;;;
220210;0200;17;;;
220210;0300;12;;;
220210;0400;20;;;
220210;0500;16;;;
220210;0600;23;;;
220210;0700;21;;;
220210;0800;27;;;
220210;0900;33;;;
220210;1000;24;;;
220210;1100;24;;;
220210;1200;22;;;
220210;1300;23;;;
220210;1400;17;;;
220210;1500;16;;;
220210;1600;18;;;
220210;1700;13;;;
220210;1800;15;;;
220210;1900;14;;;
220210;2000;11;;;
220210;2100;8;;;
220210;2200;14;;;
220210;2300;9;;;
220211;0000;6;;;
220211;0100;8;;;
220211;0200;11;;;
220211;0300;9;;;
220211;0400;8;;;
220211;0500;10;;;
220211;0600;12;;;
220211;0700;19;;;
220211;0800;20;;;
220211;0900;17;;;
220211;1000;15;;;
220211;1100;25;;;
220211;1200;23;;;
220211;1300;24;;;
220211;1400;26;;;
220211;1500;13;;;
220211;1600;14;;;
220211;1700;12;;;
220211;1800;19;;;
220211;1900;16;;;
220211;2000;26;;;
220211;2100;32;;;
220211;2200;29;;;
220211;2300;34;;;
220212;0000;33;;;
220212;0100;33;;;
220212;0200;38;;;
220212;0300;35;;;
220212;0400;36;;;
220212;0500;39;;;
220212;0600;41;;;
220212;0700;46;;;
220212;0800;44;;;
220212;0900;35;;;
220212;1000;27;;;
220212;1100;21;;;
220212;1200;29;;;
220212;1300;21;;;
220212;1400;16;;;
220212;1500;18;;;
220212;1600;16;;;
220212;1700;18;;;
220212;1800;22;;;
220212;1900;22;;;
220212;2000;24;;;
220212;2100;26;;;
220212;2200;24;;;
220212;2300;35;;;
220213;0000;19;;;
220213;0100;21;;;
220213;0200;25;;;
220213;0300;19;;;
220213;0400;12;;;
220213;0500;15;;;
220213;0600;19;;;
220213;0700;20;;;
220213;0800;22;;;
220213;0900;22;;;
220213;1000;22;;;
220213;1100;19;;;
220213;1200;20;;;
220213;1300;23;;;
220213;1400;20;;;
220213;1500;18;;;
220213;1600;14;;;
220213;1700;16;;;
220213;1800;13;;;
220213;1900;16;;;
220213;2000;16;;;
220213;2100;15;;;
220213;2200;11;;;
220213;2300;14;;;
220214;0000;12;;;
220214;0100;13;;;
220214;0200;16;;;
220214;0300;11;;;
220214;0400;16;;;
220214;0500;14;;;
220214;0600;13;;;
220214;0700;25;;;
220214;0800;29;;;
220214;0900;20;;;
220214;1000;23;;;
220214;1100;24;;;
220214;1200;22;;;
220214;1300;20;;;
220214;1400;15;;;
220214;1500;20;;;
220214;1600;20;;;
220214;1700;23;;;
220214;1800;16;;;
220214;1900;18;;;
220214;2000;15;;;
220214;2100;18;;;
220214;2200;16;;;
220214;2300;16;;;
220215;0000;18;;;
220215;0100;15;;;
220215;0200;14;;;
220215;0300;15;;;
220215;0400;16;;;
220215;0500;18;;;
220215;0600;20;;;
220215;0700;26;;;
220215;0800;30;;;
220215;0900;31;;;
220215;1000;29;;;
220215;1100;27;;;
220215;1200;29;;;
220215;1300;23;;;
220215;1400;17;;;
220215;1500;21;;;
220215;1600;20;;;
220215;1700;10;;;
220215;1800;11;;;
220215;1900;15;;;
220215;2000;13;;;
220215;2100;12;;;
220215;2200;11;;;
220215;2300;11;;;
220216;0000;14;;;
220216;0100;11;;;
220216;0200;15;;;
220216;0300;11;;;
220216;0400;17;;;
220216;0500;13;;;
220216;0600;15;;;
220216;0700;25;;;
220216;0800;29;;;
220216;0900;27;;;
220216;1000;26;;;
220216;1100;21;;;
220216;1200;25;;;
220216;1300;18;;;
220216;1400;14;;;
220216;1500;13;;;
220216;1600;10;;;
220216;1700;11;;;
220216;1800;8;;;
220216;1900;14;;;
220216;2000;15;;;
220216;2100;16;;;
220216;2200;13;;;
220216;2300;12;;;
220217;0000;13;;;
220217;0100;11;;;
220217;0200;14;;;
220217;0300;19;;;
220217;0400;20;;;
220217;0500;20;;;
220217;0600;23;;;
220217;0700;36;;;
220217;0800;21;;;
220217;0900;21;;;
220217;1000;13;;;
220217;1100;21;;;
220217;1200;21;;;
220217;1300;14;;;
220217;1400;11;;;
220217;1500;11;;;
220217;1600;8;;;
220217;1700;11;;;
220217;1800;10;;;
220217;1900;16;;;
220217;2000;19;;;
220217;2100;22;;;
220217;2200;19;;;
220217;2300;21;;;
220218;0000;18;;;
220218;0100;29;;;
220218;0200;26;;;
220218;0300;31;;;
220218;0400;33;;;
220218;0500;29;;;
220218;0600;30;;;
220218;0700;34;;;
220218;0800;34;;;
220218;0900;29;;;
220218;1000;26;;;
220218;1100;29;;;
220218;1200;22;;;
220218;1300;12;;;
220218;1400;15;;;
220218;1500;17;;;
220218;1600;20;;;
220218;1700;20;;;
220218;1800;24;;;
220218;1900;31;;;
220218;2000;22;;;
220218;2100;14;;;
220218;2200;10;;;
220218;2300;10;;;
220219;0000;16;;;
220219;0100;15;;;
220219;0200;16;;;
220219;0300;14;;;
220219;0400;13;;;
220219;0500;14;;;
220219;0600;18;;;
220219;0700;19;;;
220219;0800;26;;;
220219;0900;18;;;
220219;1000;19;;;
220219;1100;20;;;
220219;1200;18;;;
220219;1300;19;;;
220219;1400;13;;;
220219;1500;8;;;
220219;1600;8;;;
220219;1700;11;;;
220219;1800;17;;;
220219;1900;20;;;
220219;2000;17;;;
220219;2100;17;;;
220219;2200;14;;;
220219;2300;13;;;
220220;0000;10;;;
220220;0100;15;;;
220220;0200;11;;;
220220;0300;11;;;
220220;0400;12;;;
220220;0500;8;;;
220220;0600;8;;;
220220;0700;8;;;
220220;0800;10;;;
220220;0900;12;;;
220220;1000;11;;;
220220;1100;11;;;
220220;1200;8;;;
220220;1300;11;;;
220220;1400;11;;;
220220;1500;8;;;
220220;1600;6;;;
220220;1700;9;;;
220220;1800;9;;;
220220;1900;11;;;
220220;2000;8;;;
220220;2100;4;;;
220220;2200;6;;;
220220;2300;3;;;
220221;0000;4;;;
220221;0100;5;;;
220221;0200;5;;;
220221;0300;7;;;
220221;0400;7;;;
220221;0500;7;;;
220221;0600;16;;;
220221;0700;12;;;
220221;0800;15;;;
220221;0900;15;;;
220221;1000;9;;;
220221;1100;12;;;
220221;1200;10;;;
220221;1300;10;;;
220221;1400;10;;;
220221;1500;10;;;
220221;1600;10;;;
220221;1700;7;;;
220221;1800;8;;;
220221;1900;8;;;
220221;2000;6;;;
220221;2100;7;;;
220221;2200;4;;;
220221;2300;4;;;
220222;0000;5;;;
220222;0100;6;;;
220222;0200;7;;;
220222;0300;9;;;
220222;0400;8;;;
220222;0500;7;;;
220222;0600;13;;;
220222;0700;14;;;
220222;0800;9;;;
220222;0900;7;;;
220222;1000;11;;;
220222;1100;11;;;
220222;1200;13;;;
220222;1300;13;;;
220222;1400;8;;;
220222;1500;4;;;
220222;1600;2;;;
220222;1700;3;;;
